id_medicamento,ium,principio_activo,nombre_comercial,forma_farmaceutica,concentracion,unidad_medida,presentacion_comercial,es_combinado
911,1P1061681002100,CLORURO DE POTASIO,NO REPORTADO,SOLUCION INYECTABLE,149,MG/ML,CAJAS X 10 AMPOLLAS X 10 ML,0
912,1P1062491000100,PROPOFOL,FRESENIUS KABI,EMULSION INYECTABLE,10,MG/ML,CAJA X 5 VIALES X 20 ML,0
913,1P1062971000100,PABINAFUSP ALFA,IZCARGO,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,5,MG/ML,CAJAS X 1 VIAL X 2 ML,0
914,1P1063001000100,PACRITINIB,VONJO,CAPSULA,100,MG,CAJAS X 120 CAPSULAS,0
915,1P1063601000100,CLORURO DE POTASIO,NO REPORTADO,TABLETA,10,MEQ,FRASCOS X 100 TABLETAS,0
916,1P1063861000100,POTASIO CLORURO,KALINOR RETARD P,CAPSULA,600,MG,CAJAS X 100 CAPSULAS,0
917,1P1064171000100,PALOVAROTENO,SOHONOS,CAPSULA,5,MG,CAJA X 28 CAPSULAS,0
918,1Q1001181000100,QUINIDINA SULFATO,QUINIDINE SULFATE,TABLETA,200,MG,FRASCO X 100 TABLETAS,0
919,1Q1001181000101,QUINIDINA SULFATO,QUINIDINE SULFATE,TABLETA,200,MG,CAJAS X 20 TABLETAS,0
920,1Q1014651002100,ACIDO QUENODESOXICOLICO,LEADIANT,CAPSULA,250,MG,CAJAS X 100 CAPSULAS,0
921,1Q1014651003100,ACIDO QUENODEOXICOLICO,URSOFALK,CAPSULA,250,MG,CAJA X 100 CAPSULAS,0
922,1Q1014651004100,ACIDO QUENODEOXICOLICO,CETEIX,CAPSULA,250,MG,CAJAS X 100 CAPSULAS,0
923,1Q1027291000100,ACIDO QUENODEOXICOLICO,CHENODAL,TABLETA,250,MG,FRASCOS X 100 TABLETAS,0
924,1Q1032731002100,QUETIAPINA,QUET XR,COMPRIMIDO RECUBIERTO DE LIBERACION PROLONGADA,50,MG,CAJAS X 30 COMPRIMIDOS,0
925,1R1000411000100,REGORAFENIB,STIVARGA,TABLETA,40,MG,CAJA X 84 TABLETAS,0
926,1R1000411001100,REGORAFENIB,NUBLEXA,TABLETA,40,MG,FRASCO X 28 TABLETAS,0
927,1R1000411002100,REGORAFENIB,NO REPORTADO,TABLETA,40,MG,FRASCO X 28 TABLETAS,0
928,1R1000411003100,REGORAFENIB,RENIB,TABLETA,40,MG,CAJAS. CADA CAJA CON 30 TABLETAS,0
929,1R1000741000100,REGORAFENIB,STIVARGA,TABLETA,40,MG,CAJA X 84 TABLETAS,0
930,1R1001601004100,ETOSUXIMIDA,STRENUUS MARKETING,CAPSULA,250,MG,FRASCOS X 100 CÁPSULAS,0
931,1R1001921000100,RUFINAMIDA,INOVELON,TABLETA,400,MG,FRASCO X 60 TABLETAS,0
932,1R1001921000101,RUFINAMIDA,INOVELON,TABLETA,400,MG,FRASCO X 100 TABLETAS,0
933,1R1002341000100,ROMIDEPSINA,ISTODAX,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,5,MG/ML,CAJAS POR 1 VIAL CON POLVO LIOFILIZADO,0
934,1R1002341001100,ROMIDEPSINA,REACH,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,5,MG/ML,CAJA X 1 VIAL DE 2 ML,0
935,1R1005521002100,REMIFENTANILO,REMIFENTANILO,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,2,MG,CAJA X 5 VIALES,0
936,1R1005521003100,REMIFENTANILO,HAMELN,POLVO PARA RECONSTITUIR A SOLUCION INYECTABLE,2,MG,CAJA X 5 VIALES,0
937,1R1005521009100,REMIFENTANILO CLORHIDRATO,NO REPORTADO,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,2,MG/VIAL,CAJAS X 1 VIAL,0
938,1R1005521010100,REMIFENTANILO,REPREFARCO,POLVO PARA RECONSTITUIR A SOLUCION INYECTABLE,2,MG,CAJA X 1 VIAL,0
939,1R1005721001100,RUFINAMIDA,INOVELON,TABLETA,200,MG,CAJA X 50 TABLETAS,0
940,1R1005721001101,RUFINAMIDA,INOVELON,TABLETA,200,MG,CAJA X 60 TABLETAS,0
941,1R1006101000100,RIBOFLAVINA,CYTO B2,POLVO GRANULADO PARA RECONSTITUIR A SUSPENSION ORAL,343/100,MG,FRASCO X 100 GRAMOS,0
942,1R1006481000100,RIBOFLAVINA,VITAMINA B2,CAPSULA,100,MG,FRASCO X 100 CAPSULAS,0
943,1R1017491000103,RAMUCIRUMAB,CYRAMZA,SOLUCION INYECTABLE,10,MG,HAY DOS,0
944,1R1022941000104,RIBOCICLIB,KISQALI,TABLETA,200,MG,CAJA X 21 TABLETAS,0
945,1R1025351000100,RIBAVIRINA,VIRON,CAPSULA,200,MG,CAJAS X 140 CÁPSULAS,0
946,1R1025361000100,RIBAVIRINA,NO REPORTADO,TABLETA,200,MG,FRASCOS X 168 TABLETAS,0
947,1R1034301000100,REMIFENTANILO,BIOMEDICAL PHARMA,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,2,MG/ML,CAJA X 5 VIALES X 1 ML,0
948,1R1037641000100,RIFAMPICINA,RIFADINE,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,600,MG,CAJAS CON UN (1) VIAL,0
949,1R1051751000100,RUCAPARIB,RUBRACA,TABLETA,300,MG,CAJAS X 60 TABLETAS,0
950,1R1060901000100,ROPEGINTERFERON ALFA 2B,BESREMI,SOLUCION INYECTABLE,500,MCG/ML,CAJAS X UNA (1) JERINGA PRECARGADA X 1 ML,0
951,1S1000731000100,SEBELIPASA ALFA,KANUMA,SOLUCION INYECTABLE,2,MG/ML,CAJA X 1 VIAL X 10ML,0
952,1S1000991000100,SILTUXIMAB,SYLVANT,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,400,MG,CAJA X 1 VIAL,0
953,1S1007051000100,FENILBUTIRATO DE SODIO,AMBUTYRATE,POLVO GRANULADO PARA RECONSTITUIR A SUSPENSION ORAL,250,MG/ML,FRASCO X 100 ML,0
954,1S1007641002100,SOTALOL,MEPHA,TABLETA,160,MG,CAJA X 30 TABLETAS,0
955,1S1007851000100,SUVOREXANT,BELSOMRA,TABLETA,10,MG,CAJA X 30 TABLETAS,0
956,1S1008321000100,FOSFATO DE SODIO Y POTASIO EQUIVALENTES A FOSFORO,K-PHOS,TABLETA,250,MG,FRASCOS X 100 TABLETAS,0
957,1S1011101000100,ACIDO DIMERCAPTOSUCCINICO (SUCCIMER),CHEMET,CAPSULA,100,MG,FRASCOS X 100 CÁPSULAS,0
958,1S1011101001100,ACIDO DIMERCAPTOSUCCINICO (SUCCIMER),SUCCIMER,CAPSULA,100,MG,CAJA X 15 CAPSULAS,0
959,1S1011101002100,ACIDO DIMERCAPTOSUCCINICO (SUCCIMERO),SUXIMER,CAPSULA,100,MG,CAJAS X 100 CAPSULAS,0
960,1S1011101003100,SUCCIMER,SUCCICAPTAL,CAPSULA,100,MG,CAJAS X 15 CAPSULAS,0
961,1S1011611000100,SUERO ANTIALACRAN (FABOTERAPICO POLIVALENTE ANTIALACRAN),ALACRAMYN,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,1.8,MG,CAJAS X UN (1) VIAL DE VIDRIO CON 5ML DE SOLUCIÓN ISOTÓNICA DE CLORURO DE SODIO,0
962,1S1015871001100,BICARBONATO DE SODIO,NO REPORTADO,SOLUCION INYECTABLE,1,MEQ/ML,CAJAS POR 100 AMPOLLAS DE 10 ML,0
963,1S1015871002100,BICARBONATO DE SODIO,NO REPORTADO,SOLUCION INYECTABLE,1,MEQ,CAJAS X 5 AMPOLLAS X 10 ML,0
964,1S1015871002101,BICARBONATO DE SODIO,NO REPORTADO,SOLUCION INYECTABLE,1,MEQ,CAJAS POR 10 AMPOLLAS,0
965,1S1015871003100,BICARBONATO DE SODIO,NO REPORTADO,SOLUCION INYECTABLE,1,MEQ/ML,CAJAS X 5 AMPOLLAS DE 10ML,0
966,1S1015871005101,SODIO BICARBONATO,LABORATORIOS SANDERSON,SOLUCION INYECTABLE,84,MG/ML,CAJA X 100 AMPOLLAS DE 10 ML,0
967,1S1015871006100,SODIO BICARBONATO,SBGOGA,SOLUCION INYECTABLE,84,MG/ML,CAJA X 25 AMPOLLAS DE 10 ML,0
968,1S1015871007100,BICARBONATO DE SODIO,NO REPORTADO,SOLUCION INYECTABLE,1,MEQ/ML,CAJAS X 25 AMPOLLAS,0
969,1S1017541000100,OXIBATO DE SODIO,XYREM,SOLUCION ORAL,500,MG/ML,FRASCO X 180 ML,0
970,1S1023241000100,SUERO ANTIOFIDICO POLIVALENTE INYECTABLE,POLIVAL-ICP,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,120,MG/ML,CAJAS. CADA UNA CON UN (1) FRASCO VIAL DE POLVO LIOFILIZADO Y UN (1) FRASCO VIAL DE SOLVENTE.,0
971,1S1023881000100,SODIO NITRITO,TROIKAA,SOLUCION INYECTABLE,30,MG/ML,CAJAS X 2 AMPOLLAS X 10 ML,0
972,1S1023901000100,SODIO TIOSULFATO,TROIKAA,SOLUCION INYECTABLE,500,MG/ML,CAJAS X 1 VIAL X 50 ML,0
973,1S1024801000100,SURAMIN SODIUM,SURAMIN,SOLUCION INYECTABLE,1,G/ML,CAJA X 1 VIAL,0
974,1S1025711000100,FENILBUTIRATO DE SODIO,AMBUTYRATE,POLVO PARA DISOLUCION,100,G,FRASCO X 100 GRAMOS,0
975,1S1025981000100,CLORURO DE SUCCINILCOLINA,SUXIM,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,500,MG,FRASCO AMPOLLA X 10 ML,0
976,1S1025981001100,SUCCINILCOLINA CLORURO,NO REPORTADO,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,100,MG/VIAL,CAJAS X 1 VIAL,0
977,1S1026001000100,DILUYENTE (SOLUCION ISOTONICA DE CLORURO DE SODIO),ARACMYN PLUS,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,VARIAS,VARIAS,CAJAS. CADA CAJA CON UN (1) VIAL CON LIOFILIZADO Y UN (1) VIAL CON DILUYENTE,0
978,1S1026431000100,SUCCINILCOLINA CLORURO,UXICOLIN,SOLUCION INYECTABLE,20,MG/ML,CAJAS X 5 AMPOLLAS X 2 ML,0
979,1S1037401000100,SELUMETINIB,KOSELUGO,CAPSULAS,25,MG,CAJAS X 60 CAPSULAS,0
980,1S1040361000100,SELUMETINIB,KOSELUGO,CAPSULA,10,MG,FRASCOS X 28 CAPSULAS,0
981,1S1040361000101,SELUMETINIB,KOSELUGO,CAPSULAS DE LIBERACION NO MODIFICADA,10,MG,FRASCOS X 60 CÁPSULAS,0
982,1S1041711000101,SELPERCATINIB,RETSEVMO,CAPSULA,80,MG,FRASCOS X 120 CAPSULAS,0
983,1S1041711000103,SELPERCATINIB,RETSEVMO,CAPSULAS DE LIBERACION NO MODIFICADA,80,MG,CAJA X 112 CAPSULAS,0
984,1S1041711000104,SELPERCATINIB,RETSEVMO,CAPSULAS DE LIBERACION NO MODIFICADA,80,MG,CAJAS X 56 CAPSULAS,0
985,1S1042531000101,SELPERCATINIB,NO REPORTADO,CAPSULA,40,MG,FRASCOS X 56 CÁPSULAS,0
986,1S1042531000102,SELPERCATINIB,NO REPORTADO,CAPSULA,40,MG,CAJAS X 56 CAPSULAS,0
987,1S1042531001100,SELPERCATINIB,RETSEVMO,CAPSULA,40,MG,CAJAS X 168 CAPSULAS,0
988,1S1042531001101,SELPERCATINIB,RETSEVMO,CAPSULA,40,MG,CAJAS X 56 CAPSULAS,0
989,1S1060531000100,SACITUZUMAB GOVITECAN,TRODELVY,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,200,MG,CAJA X 1 VIAL,0
990,1S1060821000100,SACITUZUMAB GOVITECAN,TRODELVY,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,180,MG,CAJAS X UN (1) VIAL,0
991,1S1062051001100,SOMATROPINA,SOMACTIVE LF,SOLUCION INYECTABLE,6.66,MG/ML,"CAJA X 1 CARTUCHO DE 1,5 ML + 1 DISPOSITIVO INYECTOR",0
992,1S1062191000100,SOTORASIB,LUMAKRAS,TABLETA DE LIBERACION NO MODIFICADA,120,MG,CAJAS X 240 TABLETAS,0
993,1S1064111000100,SEPIAPTERINA,SEPHIENCE,POLVOS PARA RECONSTITUIR,1000,MG,CAJA X 30 SOBRES,0
994,1S1064121000100,SEPIAPTERINA,SEPHIENCE,POLVOS PARA RECONSTITUIR,250,MG,CAJA X 30 SOBRES,0
995,1S1064391000100,SOTORASIB,LUMAKRAS,TABLETA DE LIBERACION NO MODIFICADA,240,MG,CAJAS X 120 TABLETAS,0
996,1T1000591000100,TIOTEPA,ADIENNE,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,10,MG/ML,VIAL X 10 ML,0
997,1T1000591001100,TIOTEPA,TEPADINA,POLVO PARA CONCENTRADO PARA SOLUCION PARA PERFUSION,100,MG,CAJAS X UN (1) VIAL,0
998,1T1000591003100,TIOTEPA,THIOMED,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,10,MG/ML,"CAJA X 1 VIAL X 1,5 ML",0
999,1T1000591003101,TIOTEPA,THIOMED,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,100,MG,VIALES,0
1000,1T1000591004100,TIOTEPA,TEPAMED,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,15,MG,"VIALES X 1,5 ML",0
1001,1T1000761000100,TRIHEXIFENIDILO HCL,ARTANE,TABLETA,2,MG,CAJA X 50 TABLETAS,0
1002,1T1000761000101,TRIHEXIFENIDILO HCL,ARTANE,TABLETA,2,MG,CAJAS X 100 TABLETAS,0
1003,1T1000761000102,TRIHEXIFENIDILO HCL,ARTANE,TABLETA,2,MG,CAJA X 84 TABLETAS,0
1004,1T1000761000103,TRIHEXIFENIDILO HCL,ARTANE,TABLETA,2,MG,CAJAS X 60 TABLETAS,0
1005,1T1000761001100,TRIHEXIFENIDILO CLORHIDRATO,NO REPORTADO,TABLETA,2,MG,FRASCOS X 100 TABLETAS,0
1006,1T1000981000100,TEDUGLUTIDA,REVESTIVE,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,10,MG/ML,CAJA X 1 VIALES,0
1007,1T1001161000100,TIOTEPA,ADIENNE,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,15,MG/ML,CAJA X UN VIAL DE 1 ML,0
1008,1T1001161001100,TIOTEPA,TEPADINA,POLVO PARA CONCENTRADO PARA SOLUCION PARA PERFUSION,15,MG,CAJAS X UN (1) VIAL,0
1009,1T1001161003100,TIOTEPA,THIOMED,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,15,MG/ML,"CAJA X 1 VIAL X 1,5 ML",0
1010,1T1001161004100,TIOTEPA,TEPAMED,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,15,MG/ML,"VIAL X 1,5 ML",0
1011,1T1001161005100,TIOTEPA,THERDOSE,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,15,MG,CAJAS X 1 VIAL,0
1012,1T1001911000100,TOLVAPTAN,SAMSCA,TABLETA,15,MG,CAJA X 10 TABLETAS,0
1013,1T1001911001100,TOLVAPTAN,TOLVAT,TABLETA,15,MG,CAJA X 4 TABLETAS,0
1014,1T1001911001101,TOLVAPTAN,TOLVAT,TABLETA,15,MG,CAJAS X 40 TABLETAS,0
1015,1T1001911002,TOLVAPTAN,NO REPORTADO,CAPSULA,60,MG,NO REPORTADO,0
1016,1T1001911002100,TOLVAPTAN,TVAPTAN,TABLETA,15,MG,CAJAS X 4 TABLETAS,0
1017,1T1001911003100,TOLVAPTAN,VARAN FARMA,TABLETA,15,MG,CAJAS CON UN (1) FRASCO X 10 TABLETAS,0
1018,1T1001911004100,TOLVAPTAN,TOLVAHEAL,TABLETA,15,MG,CAJAS X 10 TABLETAS,0
1019,1T1001911004101,TOLVAPTAN,TOLVAHEAL,TABLETA,15,MG,CAJAS X 100 TABLETAS,0
1020,1T1001911005100,TOLVAPTAN,TOLKISTAN,TABLETA,15,MG,CAJAS X 30 TABLETAS,0
1021,1T1003321000100,TRIHEXIFENIDILO HCL,ARTANE,TABLETA,5,MG,CAJAS X 100 TABLETAS,0
1022,1T1003321000101,TRIHEXIFENIDILO HCL,NO REPORTADO,TABLETA,5,MG,CAJA X 25 TABLETAS,0
1023,1T1007651000100,TOLVAPTAN,SAMSCA,TABLETA,30,MG,CAJAS POR 10 TABLETAS,0
1024,1T1007651001100,TOLVAPTAN,TOLVAPTAN,TABLETA,30,MG,CAJA X 10 TABLETAS,0
1025,1T1007651002100,TOLVAPTAN,TOLVAT,TABLETA,30,MG,CAJAS X 4 TABLETAS,0
1026,1T1007651003100,TOLVAPTAN,TOLVAHEAL,TABLETA,30,MG,CAJA X 10 TABLETAS,0
1027,1T1012051000100,TUBERCULINA PPD,ADVANCE SCIENTIFIC,SOLUCION INYECTABLE,0.0010,MG/ML,CAJA X 20 VIALES,1
1028,1T1012051000101,TUBERCULINA PPD,ADVANCE SCIENTIFIC,SOLUCION INYECTABLE,5,UI/ML,NO REPORTADO,0
1029,1T1012051001100,TUBERCULINA PPD,ARKRAY - HOLLAND GROUP,SOLUCION INYECTABLE,5,UI/ML,CAJA X 1 VIAL X 5ML,0
1030,1T1012051001101,TUBERCULINA PPD,TUBERCULINA PPD,SOLUCION INYECTABLE,50,UI/ML,VIAL X 2ML,0
1031,1T1012841000100,TRIAMTERENO,DYRENIUM,CAPSULA,100,MG,FRASCO X 100 CAPSULAS,0
1032,1T1012841001100,TRIAMTERENO,SUPPLY,CAPSULA,100,MG,FRASCO X 100 CAPSULAS,0
1033,1T1012851001100,TRIAMTERENO,TRUPHARMA LLC,CAPSULA,50,MG,FRASCO X 100 CAPSULAS,0
1034,1T1014381000100,TRETINOINA (ACIDO TRANSRETINOICO),VESANOID,CAPSULA,10,MG,FRASCOS X 100 CÁPSULAS,0
1035,1T1014381001100,TRETINOINA (ACIDO TRANSRETINOICO),AXOPRIT,CAPSULA,10,MG,CAJAS X 100 CAPSULAS,0
1036,1T1014381002100,TRETINOINA (ACIDO TRANSRETINOICO),CA ATRA-10,CAPSULA,10,MG,CAJAS X 100 CAPSULAS,0
1037,1T1014381003100,TRETINOINA (ACIDO TRANSRETINOICO),MEBATRIN,CAPSULA,10,MG,FRASCOS X 100 CÁPSULAS,0
1038,1T1014381004100,TRETINOINA (ACIDO TRANSRETINOICO),MEBATRIN,CAPSULA,10,MG,CAJAS X 100 CAPSULAS,0
1039,1T1014381005100,TRETINOINA (ACIDO TRANSRETINOICO),TRETINOINA,CAPSULA,10,MG,FRASCO X 100 CAPSULAS,0
1040,1T1014381006101,TRETINOINA (ACIDO TRANSRETINOICO),JAMP,CAPSULA,10,MG,FRASCOS POR 100 CÁPSULAS,0
1041,1T1018051000100,TETRACOSACTIDA ACETATO,SYNACTHEN,SOLUCION INYECTABLE,0.25,MG/ML,CAJAS X 1 AMPOLLA,0
1042,1T1023261000100,TIOTEPA,ALCHILANTI,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,15,MG,CAJAS CON UN (1) VIAL,0
1043,1T1023261001100,TIOTEPA,TEPADINA,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,15,MG/ML,VIALES,0
1044,1T1023261002100,TIOTEPA,TIOTEPA,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,15,MG,CAJA X 1 VIAL DE 15 MG,0
1045,1T1023261003100,TIOTEPA,TEPAMED,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,15,MG/VIAL,"VIALES X 1,5 ML",0
1046,1T1023261005100,TIOTEPA,NO REPORTADO,POLVO PARA CONCENTRADO PARA SOLUCION PARA PERFUSION,15,MG,CAJAS X 1 VIAL,0
1047,1T1023261007100,TIOTEPA,TEPAWEL,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,15,MG,VIALES X 15MG,0
1048,1T1023261008100,TIOTEPA,HB HUMAN BIOSCIENCE,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,15,MG,CAJA X 1 VIAL,0
1049,1T1023951000100,TIOTEPA,TEPADINA,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,100,MG,VIALES DE VIDRIO,0
1050,1T1023951001100,TIOTEPA,TEPAMED,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,100,MG,VIALES X 100 MG,0
1051,1T1023951002100,TIOTEPA,THERDOSE,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,100,MG,VIAL X 100MG,0
1052,1T1023951003100,TIOTEPA,TIOTEPA,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,100,MG,CAJA X 1 VIAL,0
1053,1T1023951004100,TIOTEPA,NO REPORTADO,POLVO PARA CONCENTRADO PARA SOLUCION PARA PERFUSION,100,MG,CAJAS X 1 VIAL X 100 MG,0
1054,1T1023951005100,TIOTEPA,NO REPORTADO,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,100,MG,CAJAS CON UN (1) VIAL,0
1055,1T1023951009100,TIOTEPA,THIOMED,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,100,MG,CAJAS X UN (1) VIAL,0
1056,1T1023961000100,TRIENTINA CLORHIDRATO,SYPRINE,CAPSULA,250,MG,FRASCOS X 100 CÁPSULAS,0
1057,1T1023961002100,TRIENTINA,TRIENTAB,CAPSULA,250,MG,FRASCO X 100 CAPSULAS,0
1058,1T1023961003100,TRIENTINA,STRENUUS,CAPSULA,250,MG,FRASCO X 100 CAPSULAS,0
1059,1T1024151000100,NITROGLICERINA (TRINITRATO DE GLICEROL),NITROCIN,SOLUCION INYECTABLE,5,MG/ML,CAJA X 1 AMPOLLA X 10 ML,0
1060,1T1024151001100,NITROGLICERINA (TRINITRATO DE GLICEROL),BIOMEDICAL PHARMA LTDA,SOLUCION INYECTABLE,5,MG,CAJA X 5 AMPOLLAS DE 10 ML,0
1061,1T1024151002100,NITROGLICERINA (TRINITRATO DE GLICEROL),MYONIT,SOLUCION INYECTABLE,5,MG/ML,NO REPORTADO,0
1062,1T1024151003100,NITROGLICERINA (TRINITRATO DE GLICEROL),NO REPORTADO,SOLUCION INYECTABLE,5,MG/ML,CAJAS X 50 VIALES X 10 ML CADA UNO,0
1063,1T1024151003101,NITROGLICERINA,NO REPORTADO,SOLUCION INYECTABLE,5,MG/ML,CAJAS. CADA CAJA CON CINCO (5) VIALES,0
1064,1T1024151003102,NITROGLICERINA (TRINITRATO DE GLICEROL),NO REPORTADO,SOLUCION INYECTABLE,5,MG/ML,CAJAS X UN (1) VIAL,0
1065,1T1024151004100,NITROGLICERINA (TRINITRATO DE GLICEROL),NITROVIR,SOLUCION INYECTABLE,5,MG/ML,CAJA X 5 AMPOLLAS X 10 ML,0
1066,1T1024151005100,NITROGLICERINA (TRINITRATO DE GLICEROL),NO REPORTADO,SOLUCION INYECTABLE,5,MG/ML,CAJAS X UN (1) VIAL,0
1067,1T1024151006100,NITROGLICERINA (TRINITRATO DE GLICEROL),NO REPORTADO,SOLUCION INYECTABLE,5,MG/ML,CAJAS X 5 AMPOLLAS X 10 ML,0
1068,1T1024151007100,TRINITRATO DE GLICEROL,NITROCAN,SOLUCION INYECTABLE,5,MG/ML,CAJA X 10 AMPOLLAS DE 10 ML,0
1069,1T1024151007101,NITROGLICERINA (TRINITRATO DE GLICEROL),NITROCAN,SOLUCION INYECTABLE,5,MG/ML,CAJAS X 5 AMPOLLAS X 10 ML,0
1070,1T1024151010100,NITROGLICERINA (TRINITRATO DE GLICEROL),NO REPORTADO,SOLUCION INYECTABLE,5,MG/ML,CAJAS X UN (1) VIAL,0
1071,1T1024151013100,NITROGLICERINA (TRINITRATO DE GLICEROL),NITROCAN 50,SOLUCION INYECTABLE,5,MG/ML,CAJAS X 5 AMPOLLAS X 10 ML,0
1072,1T1025781000100,TREOSULFAN,OVASTAT,POLVO CONCENTRADO PARA SOLUCION PARA INFUSION,5,G,CAJA X 5 VIALES,0
1073,1T1027961000100,TUBERCULINA PPD,PPD RT 23 SSI,SOLUCION INYECTABLE,0.0004,MG/ML,CAJA X 10 VIALES,1
1074,1T1028021000100,TETRACOSACTIDA,SYNACTHEN,SOLUCION INYECTABLE,1,MG/ML,CAJA X 1 AMPOLLA DE 1 ML,0
1075,1T1028241000101,TUBERCULINA PPD,NO REPORTADO,SOLUCION INYECTABLE,50,UT/ML,CAJAS X 20 VIALES DE 2ML,0
1076,1T1031771000100,TUBERCULINA PPD,NO REPORTADO,SOLUCION INYECTABLE,50,UT/ML,CAJAS X 1 VIAL DE 5ML,0
1077,1T1031771001100,TUBERCULINA PPD,TUBERCULINA PPD,SOLUCION INYECTABLE,50,UI/ML,CAJAS POR UN VIAL X 2 ML,0
1078,1T1033161000100,TRIENTINA,LANNETT,CAPSULA,250,MG,FRASCO X 100 CAPSULAS,0
1079,1T1033161001100,TRIENTINA,VESPRINE,CAPSULA,250,MG,FRASCO X 100 CAPSULAS,0
1080,1T1033161002100,TRIENTINA,PAR PHARMACEUTICALS,CAPSULA,250,MG,FRASCOS X 100 CÁPSULAS,0
1081,1T1036931000100,TAFAMIDIS,VYNDAMAX,CAPSULA,61,MG,CAJA X 30 CÁPSULAS,0
1082,1T1038551000101,TREPROSTINIL,TYVASO,SOLUCION ESTERIL PARA INHALACION ORAL,0.6,MG/ML,"KIT DE INICIO PARA PACIENTE: QUE CONTIENE: UNA (1) CAJA CON 28 AMPOLLAS DE TREPROSTINIL PARA INHALACIÓN ORAL - TYVASO® (SIETE SOBRES DE ALUMINIO QUE CONTIENEN CUATRO AMPOLLAS DE LDPE DE 2,9 ML CADA UNO), DOS (2) DISPOSITIVOS DE INHALACIÓN TYVASO®, UN (1) MANUAL DE INSTRUCCIONES DE USO DEL SISTEMA DE INHALACIÓN ORAL TYVASO®, UN (1) SISTEMA DE REGISTRO DEL TRATAMIENTO, DOS (2) ENCHUFES DE CA, TREINTA Y DOS (32) POCILLOS DE MEDICAMENTO, DOS (2) SETS DE CONJUNTO SUPERIOR DEL SISTEMA DE INHALACIÓN (CONJUNTO SUPERIOR, PIEZA DE INHALACIÓN, BOQUILLA Y DOS (2) CARTUCHOS DE FILTRO), UN (1) VASO DE NIVEL DE AGUA, DOS (2) TAPONES PARA ALMACENAMIENTO ENTRE SESIONES DE TRATAMIENTO, UN (1) MALETÍN DE TRANSPORTE, UNA (1) BOTELLA DE AGUA DESTILADA Y SESENTA Y CINCO (65) MEMBRANAS DE FILTRO.",0
